id	pt_category	en_category	es_category	proposal_id	pt	en	es	candidate_ids	start_date	source_link	source_text	pt_multichoice	en_multichoice	es_multichoice
55	Meio Ambiente	Environment	Medio Ambiente	54	Ações de combate à mineração ilegal	Actions to combat illegal mining	Acciones para combatir la minería ilegal	Lula;Bolsonaro;Simone;Soraya;d'Avila	2022_10_17_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/913738/5_1660315476677.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/892517/5_1659557501045.pdf	O padrão de regulação minerária deve ser aperfeiçoado e a mineração ilegal, particularmente na Amazônia, será duramente combatida.; Em maio de 2022, a Força Aérea Brasileira (FAB) fez o lançamento de satélites do Projeto Lessonia 148. Os satélites Carcará 1 e Carcará 2 vão gerar imagens em alta resolução com vistas a contribuir para o monitoramento de queimadas e de desastres naturais, além do combate ao tráfico de drogas e à mineração ilegal.; Criar, em conjunto como o Poder Judiciário, cadastros nacionais de empresas, projetos e pessoas que promovam (...) mineração ilegal e emissões ilegais de gases do efeito estufa, nos moldes da “Lista Suja” dos empregadores que submetem trabalhadores à condição análoga à escravidão; Combater fortemente as atividades ilegais de comércio de  madeira, minério, animais silvestres e outras riquezas amazônicas.			
56	Meio Ambiente	Environment	Medio Ambiente	55	Aumentar a produção nacional de fertilizantes	Increase national production of fertilizers	Incrementar la producción nacional de fertilizantes	Lula;Bolsonaro;Simone;Soraya	2022_10_18_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/913738/5_1660315476677.pdf	Portanto, (Petrobrás) voltará a ser uma empresa integrada de energia, investindo em exploração, produção, refino e distribuição, mas também atuando nos segmentos que se conectam à transição ecológica e energética, como gás, fertilizantes, biocombustíveis e energias renováveis.; Deve-se aumentar a produção nacional de fertilizantes.; Impulsionar a produção nacional de insumos agrícolas e fertilizantes, buscando aumentar a  rodutividade nacional e reduzir a dependência em relação a importações; Transformar em política de Estado o fomento à produção de fertilizantes para abastecer o mercado interno. 			
57	Meio Ambiente	Environment	Medio Ambiente	56	Melhorar e reduzir os preços de serviços de transporte através da estruturação de concessões e parcerias público-privadas	Improve and reduce the prices of transport services through the structuring of concessions and public-private partnerships	Mejorar y reducir los precios de los servicios de transporte a través de la estructuración de concesiones y alianzas público-privadas	Bolsonaro	2022_10_18_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Entende-se que na gestão 2023-2026 é necessário dar continuidade e ampliar esta operação para todos os biomas, além de promover ações de prevenção de incêndios, por meio da ampliação do número de brigadistas e do desenvolvimento de programas de brigadas voluntárias.			
58	Meio Ambiente	Environment	Medio Ambiente	57	Incentivar práticas agrícolas sustentáveis	Encouraging sustainable agricultural practices	Fomentar prácticas agrícolas sostenibles	Lula;Bolsonaro;Simone;d'Avila	2022_10_6_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/892517/5_1659557501045.pdf	Fortalecimento da produção agrícola, nas frentes da agricultura familiar, agricultura tradicional e do agronegócio sustentável, é estratégico para repensar o padrão de produção e consumo e a matriz produtiva nacional, com vistas a oferecer alimentação saudável para a população. A experiência brasileira já demonstrou que esse é o caminho para superar a crise alimentar e ampliar a produção de alimentação adequada e saudável, por meio de medidas que reduzam os custos de produção e o preço de comercialização de alimentos frescos e de boa qualidade, fomentem a produção orgânica e agroecológica e incentivem sistemas alimentares com parâmetros de sustentabilidade; fortalecerá a promoção de sistemas sustentáveis de produção de alimentos e a implantação de práticas agrícolas que aumentem a produtividade e a produção, mantendo os ecossistemas e a capacidade de adaptação às mudanças do clima, melhorando progressivamente as  oportunidades de geração de emprego e renda dos produtores rurais, especialmente dos pequenos e médios produtores e dos agricultores familiares.; Impulsionar a expansão da agricultura de baixo carbono e a integração lavoura-pecuária-floresta, sobretudo para aproveitamento de áreas hoje devastadas e que podem ser cultivadas sem desmatamento; O setor agropecuário deve buscar fontes de energia  limpas e renováveis, como a solar, a eólica e o etanol.			
59	Meio Ambiente	Environment	Medio Ambiente	58	Fomento à agroindústria e a produção nacional de insumos 	Fostering agro-industry and national production of inputs	Fomento de la agroindustria y la producción nacional de insumos	Lula;Bolsonaro;Simone;Soraya	2022_10_6_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/913738/5_1660315476677.pdf	Fortalecimento da produção agrícola, nas frentes da agricultura familiar, agricultura tradicional e do agronegócio sustentável, é estratégico para repensar o padrão de produção e consumo e a matriz produtiva nacional, com vistas a oferecer alimentação saudável para a população. A experiência brasileira já demonstrou que esse é o caminho para superar a crise alimentar e ampliar a produção de alimentação adequada e saudável, por meio de medidas que reduzam os custos de produção e o preço de comercialização de alimentos frescos e de boa qualidade, fomentem a produção orgânica e agroecológica e incentivem sistemas alimentares com parâmetros de sustentabilidade; fortalecerá a promoção de sistemas sustentáveis de produção de alimentos e a implantação de práticas agrícolas que aumentem a produtividade e a produção, mantendo os ecossistemas e a capacidade de adaptação às mudanças do clima, melhorando progressivamente as  oportunidades de geração de emprego e renda dos produtores rurais, especialmente dos pequenos e médios produtores e dos agricultores familiares.; Impulsionar a produção nacional de insumos agrícolas e fertilizantes, buscando aumentar a produtividade nacional e reduzir a dependência em relação a importações; Elaborar e implantar um Plano Estratégico de Produção de alimentos nacionais			
60	Meio Ambiente	Environment	Medio Ambiente	59	Fortalecer a oferta de energia com expansão de fontes limpas e renováveis	Strengthen the energy supply with the expansion of clean and renewable sources	Fortalecer la oferta energética con la expansión de fuentes limpias y renovables	Lula;Bolsonaro;Ciro;Simone;Soraya	2022_10_3_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/882713/5_1659989903215.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/913738/5_1660315476677.pdf	Imprescindível garantir a soberania e a segurança energética do país, com ampliação da oferta de energia, aprofundando a diversificação da matriz, com expansão de fontes limpas e renováveis a preços compatíveis com a realidade brasileira.; gerar com eficiência e oferecer energia de acordo com a demanda atual, lançando as bases para as futuras necessidades, pensando no crescimento econômico nacional que impactará diretamente o cidadão e o seu bem-estar, e promover, incansavelmente, inclusive com atores internacionais, aumento robusto e diversificação na produção e utilização de energia sustentável, renovável e limpa; Deveremos desenvolver várias formas de energia limpa, como a eólica (on-shore e off-shore), a solar e a baseada na produção de hidrogênio verde.; Acelerar a transição para uma matriz  inda mais limpa, renovável, segura, barata e eficiente de energia de baixo carbono, por meio da competição entre as diferentes fontes energéticas (eólica, solar, hidráulica, biocombustíveis, biomassa, hidrogênio verde, etanol e gás natural), levando em consideração a contribuição  e cada fonte para a segurança do abastecimento e para o controle de  emissão de gases de efeito estufa; Elaborar um projeto estratégico de gestão de nosso potencial energético e transformá-lo em política de Estado, priorizando a produção de energia limpa, eólica e outras renováveis, além de implantar um modelo de gestão estratégica das organizações que atuam nesse setor			
61	Meio Ambiente	Environment	Medio Ambiente	60	Oferecer Títulos Verdes para financiar investimentos considerados sustentáveis nas áreas de transporte, energia e entre outros	Offer Green Bonds to finance investments considered sustainable in the areas of transport, energy and between others	Ofrecer Bonos Verdes para financiar inversiones consideradas sostenibles en las áreas de transporte, energía y entre otros	Bolsonaro;Simone;d'Avila	2022_9_30_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/892517/5_1659557501045.pdf	Como economia verde e alternativa de investimentos de longo prazo, o Brasil pode oferecer Green Bonds (Títulos Verdes), que só podem ser usados para financiar investimentos considerados sustentáveis – como infraestrutura de energia limpa e renovável, transporte verde e projetos capazes de reduzir emissões e o consumo de água, energia e matérias-primas. Pode também atuar no mercado de Créditos de Carbono pela redução da emissão de gases do efeito estufa.; Passaremos a liderar a agenda geopolítica mundial das próximas décadas, baseadas na sustentabilidade, na economia verde e num mercado de créditos de carbono bem estruturado e desenvolvido.; Além do combate ao desmatamento ilegal, vamos financiar o plantio de áreas florestais em até 1,5 milhão de pequenas propriedades rurais, desde quilombos e assentamentos até sítios e pequenas fazendas, por meio de uma solução via créditos de carbono (green bonds) para monetizar a floresta em pé.			
62	Meio Ambiente	Environment	Medio Ambiente	61	Cumprir as metas de redução de gás carbono assumidas pelo país na Conferência de Paris de 2015	Meet the carbon gas reduction targets assumed by the country at the 2015 Paris Conference	Cumplir con las metas de reducción de gases de carbono asumidas por el país en la Conferencia de París 2015	Lula;Simone	2022_10_19_1	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf	Nosso compromisso será cumprir, de fato, as metas de redução de emissão de gás carbono que o país assumiu na Conferência de 2015 em Paris; Acelerar o cumprimento das metas de redução de gases de efeito estufa, incluindo o metano, e de  reflorestamento previstas no Acordo de Paris e no REED+			
63	Meio Ambiente	Environment	Medio Ambiente	62	Recuperar terras degradadas por atividades predatórias e reflorestamento das áreas devastadas	Recover lands deteriorated by predatory activities and reforestation of devastated areas	Recuperar terrenos deteriorados por actividades depredadoras y reforestación de áreas devastadas	Lula;Bolsonaro;Simone;Soraya;d'Avila	2022_10_3_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607829/pje-3b1196fd-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/280001607833/pje-c6a5300b-Proposta%20de%20governo.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/913738/5_1660315476677.pdf;https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/892517/5_1659557501045.pdf	Recuperação de terras degradadas por atividades predatórias, reflorestamento das áreas devastadas, e um amplo processo de conservação da biodiversidade e dos ecossistemas brasileiros.; Redirecionamento de incentivos fiscais e fluxos financeiros para promover a  restauração até a realização de pesquisas sobre restauração em ambientes terrestres e marinhos; construção da capacidade técnica de profisionais de restauração e o monitoramento específico do progresso da restauração. O Programa também incluirá o fortalecimento da Política Nacional de Recuperação da Vegetação Nativa – Proveg e do Plano Nacional de Recuperação da Vegetação Nativa – Planaveg.; Acelerar o cumprimento das metas de redução de gases de efeito estufa,  incluindo o metano, e de reflorestamento previstas no Acordo de Paris e no REED+; Proteger a Floresta Amazônica: redução dos desmatamentos e recuperação de áreas degradadas.; Vamos equilibrar o jogo transformando a atividade de reconstituir florestas em fonte de emprego e renda. Além do combate ao desmatamento ilegal, vamos financiar o plantio de áreas florestais em até 1,5 milhão de pequenas propriedades rurais, desde quilombos e assentamentos até sítios e pequenas fazendas, por meio de uma solução via créditos de carbono (green bonds) para monetizar a floresta em pé.			
65	Meio Ambiente	Environment	Medio Ambiente	65	Coibir o narcogarimpo e a lavagem de dinheiro na Amazônia através do aumento do número de bases ecológicas	Curb drug mining and money laundering in the Amazon by increasing the number of ecological bases	Frenar la minería de drogas y el lavado de dinero en la Amazonía aumentando el número de bases ecológicos	Bolsonaro	2022_10_8_2	https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2022/BR/BR/544/candidatos/908966/5_1660093698051.pdf	Promover o número de bases na Amazônia e tornando-as fixas e permanentes, promovendo a efetiva presença do Estado, coibindo assim todo e qualquer crime em regiões onde atividades como o narcogarimpo e a lavagem de dinheiro são predominantes. 			
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
							a							
